cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_rua
7412;2007;2007m10;Rio de Janeiro;3304557;Capital;112
7413;2007;2007m10;Rio de Janeiro;3304557;Capital;85
7414;2007;2007m10;Rio de Janeiro;3304557;Capital;5
7415;2007;2007m10;Rio de Janeiro;3304557;Capital;106
7416;2007;2007m10;Seropédica;3305554;Baixada Fluminense;9
7417;2007;2007m10;Itaguaí;3302007;Baixada Fluminense;25
7418;2007;2007m10;Paracambi;3303609;Baixada Fluminense;3
7419;2007;2007m10;Nova Iguaçu;3303500;Baixada Fluminense;133
7420;2007;2007m10;Mesquita;3302858;Baixada Fluminense;97
7421;2007;2007m10;Belford Roxo;3300456;Baixada Fluminense;106
7422;2007;2007m10;Queimados;3304144;Baixada Fluminense;17
7423;2007;2007m10;Nova Iguaçu;3303500;Baixada Fluminense;35
7424;2007;2007m10;Nilópolis;3303203;Baixada Fluminense;160
7425;2007;2007m10;Nova Iguaçu;3303500;Baixada Fluminense;69
7426;2007;2007m10;Duque de Caxias;3301702;Baixada Fluminense;355
7427;2007;2007m10;Duque de Caxias;3301702;Baixada Fluminense;42
7428;2007;2007m10;Duque de Caxias;3301702;Baixada Fluminense;4
7429;2007;2007m10;Duque de Caxias;3301702;Baixada Fluminense;42
7430;2007;2007m10;Japeri;3302270;Baixada Fluminense;1
7431;2007;2007m10;São João de Meriti;3305109;Baixada Fluminense;183
7432;2007;2007m10;"Magé;Guapimirim";9999982;Baixada Fluminense;11
7433;2007;2007m10;Magé;3302502;Baixada Fluminense;21
7434;2007;2007m10;"Itaboraí;Tanguá";9999983;Interior;51
7435;2007;2007m10;São Gonçalo;3304904;Grande Niterói;153
7436;2007;2007m10;São Gonçalo;3304904;Grande Niterói;103
7437;2007;2007m10;São Gonçalo;3304904;Grande Niterói;253
7438;2007;2007m10;São Gonçalo;3304904;Grande Niterói;33
7439;2007;2007m10;Niterói;3303302;Grande Niterói;110
7440;2007;2007m10;Niterói;3303302;Grande Niterói;85
7441;2007;2007m10;Niterói;3303302;Grande Niterói;72
7442;2007;2007m10;Niterói;3303302;Grande Niterói;19
7443;2007;2007m10;Niterói;3303302;Grande Niterói;38
7444;2007;2007m10;Maricá;3302700;Grande Niterói;19
7445;2007;2007m10;Barra do Pirai;3300308;Interior;2
7446;2007;2007m10;Resende;3304201;Interior;17
7447;2007;2007m10;Barra Mansa;3300407;Interior;8
7448;2007;2007m10;Valença;3306107;Interior;0
7449;2007;2007m10;Rio das Flores;3304508;Interior;0
7450;2007;2007m10;Volta Redonda;3306305;Interior;18
7451;2007;2007m10;Piraí;3304003;Interior;0
7452;2007;2007m10;Vassouras;3306206;Interior;0
7453;2007;2007m10;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
7454;2007;2007m10;Mendes;3302809;Interior;1
7455;2007;2007m10;Engenheiro Paulo de Frontin;3301801;Interior;0
7456;2007;2007m10;Itatiaia;3302254;Interior;2
7457;2007;2007m10;"Porto Real;Quatis";9999992;Interior;1
7458;2007;2007m10;Pinheiral;3303955;Interior;0
7459;2007;2007m10;São José do Vale do Rio Preto;3305158;Interior;0
7460;2007;2007m10;Petrópolis;3303906;Interior;11
7461;2007;2007m10;Petrópolis;3303906;Interior;2
7462;2007;2007m10;Paraíba do Sul;3303708;Interior;0
7463;2007;2007m10;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;5
7464;2007;2007m10;Sapucaia;3305406;Interior;0
7465;2007;2007m10;Teresópolis;3305802;Interior;7
7466;2007;2007m10;Sumidouro;3305703;Interior;0
7467;2007;2007m10;Carmo;3301207;Interior;0
7468;2007;2007m10;Araruama;3300209;Interior;13
7469;2007;2007m10;Rio Bonito;3304300;Interior;4
7470;2007;2007m10;Silva Jardim;3305604;Interior;0
7471;2007;2007m10;Casimiro de Abreu;3301306;Interior;1
7472;2007;2007m10;Conceição de Macabú;3301405;Interior;1
7473;2007;2007m10;"Macaé;Quissamã;Carapebus";9999984;Interior;95
7474;2007;2007m10;Saquarema;3305505;Interior;1
7475;2007;2007m10;São Pedro da Aldeia;3305208;Interior;8
7476;2007;2007m10;"Cabo Frio;Arraial do Cabo";9999985;Interior;27
7477;2007;2007m10;Armação dos Búzios;3300233;Interior;5
7478;2007;2007m10;Rio das Ostras;3304524;Interior;14
7479;2007;2007m10;Iguaba Grande;3301876;Interior;0
7480;2007;2007m10;Campos dos Goytacazes;3301009;Interior;63
7481;2007;2007m10;Itaocara;3302106;Interior;0
7482;2007;2007m10;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
7483;2007;2007m10;Miracema;3303005;Interior;0
7484;2007;2007m10;Laje do Muriaé;3302304;Interior;0
7485;2007;2007m10;Porciúncula;3304102;Interior;0
7486;2007;2007m10;"Natividade;Varre-Sai";9999997;Interior;1
7487;2007;2007m10;São Fidélis;3304805;Interior;2
7488;2007;2007m10;Cambuci;3300902;Interior;0
7489;2007;2007m10;"Itaperuna;São José de Ubá";9999996;Interior;5
7490;2007;2007m10;Bom Jesus de Itabapoana;3300605;Interior;0
7491;2007;2007m10;São João da Barra;3305000;Interior;0
7492;2007;2007m10;Campos dos Goytacazes;3301009;Interior;21
7493;2007;2007m10;São Francisco de Itabapoana;3304755;Interior;1
7494;2007;2007m10;Nova Friburgo;3303401;Interior;7
7495;2007;2007m10;Duas Barras;3301603;Interior;0
7496;2007;2007m10;Cantagalo;3301108;Interior;1
7497;2007;2007m10;"Cordeiro;Macuco";9999998;Interior;0
7498;2007;2007m10;São Sebastião do Alto;3305307;Interior;0
7499;2007;2007m10;Santa Maria Madalena;3304607;Interior;0
7500;2007;2007m10;Trajano de Morais;3305901;Interior;0
7501;2007;2007m10;Bom Jardim;3300506;Interior;0
7502;2007;2007m10;Cachoeiras de Macacu;3300803;Interior;0
7503;2007;2007m10;Mangaratiba;3302601;Interior;1
7504;2007;2007m10;Angra dos Reis;3300100;Interior;6
7505;2007;2007m10;Paraty;3303807;Interior;3
7506;2007;2007m10;Rio Claro;3304409;Interior;0
7507;2007;2007m11;Rio de Janeiro;3304557;Capital;153
7508;2007;2007m11;Rio de Janeiro;3304557;Capital;109
7509;2007;2007m11;Rio de Janeiro;3304557;Capital;177
7510;2007;2007m11;Rio de Janeiro;3304557;Capital;66
7511;2007;2007m11;Rio de Janeiro;3304557;Capital;17
7512;2007;2007m11;Rio de Janeiro;3304557;Capital;89
7513;2007;2007m11;Rio de Janeiro;3304557;Capital;79
7514;2007;2007m11;Rio de Janeiro;3304557;Capital;57
7515;2007;2007m11;Rio de Janeiro;3304557;Capital;48
7516;2007;2007m11;Rio de Janeiro;3304557;Capital;69
7517;2007;2007m11;Rio de Janeiro;3304557;Capital;34
7518;2007;2007m11;Rio de Janeiro;3304557;Capital;91
7519;2007;2007m11;Rio de Janeiro;3304557;Capital;130
7520;2007;2007m11;Rio de Janeiro;3304557;Capital;96
7521;2007;2007m11;Rio de Janeiro;3304557;Capital;107
7522;2007;2007m11;Rio de Janeiro;3304557;Capital;109
7523;2007;2007m11;Rio de Janeiro;3304557;Capital;229
7524;2007;2007m11;Rio de Janeiro;3304557;Capital;215
7525;2007;2007m11;Rio de Janeiro;3304557;Capital;166
7526;2007;2007m11;Rio de Janeiro;3304557;Capital;66
7527;2007;2007m11;Rio de Janeiro;3304557;Capital;92
7528;2007;2007m11;Rio de Janeiro;3304557;Capital;63
7529;2007;2007m11;Rio de Janeiro;3304557;Capital;177
7530;2007;2007m11;Rio de Janeiro;3304557;Capital;88
7531;2007;2007m11;Rio de Janeiro;3304557;Capital;156
7532;2007;2007m11;Rio de Janeiro;3304557;Capital;86
7533;2007;2007m11;Rio de Janeiro;3304557;Capital;57
7534;2007;2007m11;Rio de Janeiro;3304557;Capital;119
7535;2007;2007m11;Rio de Janeiro;3304557;Capital;164
7536;2007;2007m11;Rio de Janeiro;3304557;Capital;239
7537;2007;2007m11;Rio de Janeiro;3304557;Capital;190
7538;2007;2007m11;Rio de Janeiro;3304557;Capital;74
7539;2007;2007m11;Rio de Janeiro;3304557;Capital;63
7540;2007;2007m11;Rio de Janeiro;3304557;Capital;126
7541;2007;2007m11;Rio de Janeiro;3304557;Capital;137
7542;2007;2007m11;Rio de Janeiro;3304557;Capital;110
7543;2007;2007m11;Rio de Janeiro;3304557;Capital;100
7544;2007;2007m11;Rio de Janeiro;3304557;Capital;10
7545;2007;2007m11;Rio de Janeiro;3304557;Capital;110
7546;2007;2007m11;Seropédica;3305554;Baixada Fluminense;7
7547;2007;2007m11;Itaguaí;3302007;Baixada Fluminense;24
7548;2007;2007m11;Paracambi;3303609;Baixada Fluminense;0
7549;2007;2007m11;Nova Iguaçu;3303500;Baixada Fluminense;147
7550;2007;2007m11;Mesquita;3302858;Baixada Fluminense;80
7551;2007;2007m11;Belford Roxo;3300456;Baixada Fluminense;79
7552;2007;2007m11;Queimados;3304144;Baixada Fluminense;9
7553;2007;2007m11;Nova Iguaçu;3303500;Baixada Fluminense;28
7554;2007;2007m11;Nilópolis;3303203;Baixada Fluminense;98
7555;2007;2007m11;Nova Iguaçu;3303500;Baixada Fluminense;58
7556;2007;2007m11;Duque de Caxias;3301702;Baixada Fluminense;328
7557;2007;2007m11;Duque de Caxias;3301702;Baixada Fluminense;40
7558;2007;2007m11;Duque de Caxias;3301702;Baixada Fluminense;5
7559;2007;2007m11;Duque de Caxias;3301702;Baixada Fluminense;29
7560;2007;2007m11;Japeri;3302270;Baixada Fluminense;4
7561;2007;2007m11;São João de Meriti;3305109;Baixada Fluminense;163
7562;2007;2007m11;"Magé;Guapimirim";9999982;Baixada Fluminense;12
7563;2007;2007m11;Magé;3302502;Baixada Fluminense;14
7564;2007;2007m11;"Itaboraí;Tanguá";9999983;Interior;61
7565;2007;2007m11;São Gonçalo;3304904;Grande Niterói;136
7566;2007;2007m11;São Gonçalo;3304904;Grande Niterói;85
7567;2007;2007m11;São Gonçalo;3304904;Grande Niterói;227
7568;2007;2007m11;São Gonçalo;3304904;Grande Niterói;42
7569;2007;2007m11;Niterói;3303302;Grande Niterói;106
7570;2007;2007m11;Niterói;3303302;Grande Niterói;62
7571;2007;2007m11;Niterói;3303302;Grande Niterói;50
7572;2007;2007m11;Niterói;3303302;Grande Niterói;23
7573;2007;2007m11;Niterói;3303302;Grande Niterói;28
7574;2007;2007m11;Maricá;3302700;Grande Niterói;10
7575;2007;2007m11;Barra do Pirai;3300308;Interior;0
7576;2007;2007m11;Resende;3304201;Interior;15
7577;2007;2007m11;Barra Mansa;3300407;Interior;13
7578;2007;2007m11;Valença;3306107;Interior;3
7579;2007;2007m11;Rio das Flores;3304508;Interior;0
7580;2007;2007m11;Volta Redonda;3306305;Interior;24
7581;2007;2007m11;Piraí;3304003;Interior;0
7582;2007;2007m11;Vassouras;3306206;Interior;0
7583;2007;2007m11;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
7584;2007;2007m11;Mendes;3302809;Interior;1
7585;2007;2007m11;Engenheiro Paulo de Frontin;3301801;Interior;0
7586;2007;2007m11;Itatiaia;3302254;Interior;2
7587;2007;2007m11;"Porto Real;Quatis";9999992;Interior;2
7588;2007;2007m11;Pinheiral;3303955;Interior;1
7589;2007;2007m11;São José do Vale do Rio Preto;3305158;Interior;0
7590;2007;2007m11;Petrópolis;3303906;Interior;8
7591;2007;2007m11;Petrópolis;3303906;Interior;2
7592;2007;2007m11;Paraíba do Sul;3303708;Interior;1
7593;2007;2007m11;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
7594;2007;2007m11;Sapucaia;3305406;Interior;0
7595;2007;2007m11;Teresópolis;3305802;Interior;7
7596;2007;2007m11;Sumidouro;3305703;Interior;0
7597;2007;2007m11;Carmo;3301207;Interior;0
7598;2007;2007m11;Araruama;3300209;Interior;7
7599;2007;2007m11;Rio Bonito;3304300;Interior;6
7600;2007;2007m11;Silva Jardim;3305604;Interior;0
7601;2007;2007m11;Casimiro de Abreu;3301306;Interior;1
7602;2007;2007m11;Conceição de Macabú;3301405;Interior;1
7603;2007;2007m11;"Macaé;Quissamã;Carapebus";9999984;Interior;76
7604;2007;2007m11;Saquarema;3305505;Interior;1
7605;2007;2007m11;São Pedro da Aldeia;3305208;Interior;11
7606;2007;2007m11;"Cabo Frio;Arraial do Cabo";9999985;Interior;28
7607;2007;2007m11;Armação dos Búzios;3300233;Interior;5
7608;2007;2007m11;Rio das Ostras;3304524;Interior;17
7609;2007;2007m11;Iguaba Grande;3301876;Interior;1
7610;2007;2007m11;Campos dos Goytacazes;3301009;Interior;67
7611;2007;2007m11;Itaocara;3302106;Interior;1
7612;2007;2007m11;"Santo Antônio de Pádua;Aperibé";9999993;Interior;1
7613;2007;2007m11;Miracema;3303005;Interior;0
7614;2007;2007m11;Laje do Muriaé;3302304;Interior;0
7615;2007;2007m11;Porciúncula;3304102;Interior;0
7616;2007;2007m11;"Natividade;Varre-Sai";9999997;Interior;0
7617;2007;2007m11;São Fidélis;3304805;Interior;0
7618;2007;2007m11;Cambuci;3300902;Interior;0
7619;2007;2007m11;"Itaperuna;São José de Ubá";9999996;Interior;3
7620;2007;2007m11;Bom Jesus de Itabapoana;3300605;Interior;0
7621;2007;2007m11;São João da Barra;3305000;Interior;0
7622;2007;2007m11;Campos dos Goytacazes;3301009;Interior;16
7623;2007;2007m11;São Francisco de Itabapoana;3304755;Interior;3
7624;2007;2007m11;Nova Friburgo;3303401;Interior;7
7625;2007;2007m11;Duas Barras;3301603;Interior;0
7626;2007;2007m11;Cantagalo;3301108;Interior;0
7627;2007;2007m11;"Cordeiro;Macuco";9999998;Interior;1
7628;2007;2007m11;São Sebastião do Alto;3305307;Interior;0
7629;2007;2007m11;Santa Maria Madalena;3304607;Interior;0
7630;2007;2007m11;Trajano de Morais;3305901;Interior;0
7631;2007;2007m11;Bom Jardim;3300506;Interior;0
7632;2007;2007m11;Cachoeiras de Macacu;3300803;Interior;2
7633;2007;2007m11;Mangaratiba;3302601;Interior;2
7634;2007;2007m11;Angra dos Reis;3300100;Interior;9
7635;2007;2007m11;Paraty;3303807;Interior;3
7636;2007;2007m11;Rio Claro;3304409;Interior;0
7637;2007;2007m12;Rio de Janeiro;3304557;Capital;120
7638;2007;2007m12;Rio de Janeiro;3304557;Capital;101
7639;2007;2007m12;Rio de Janeiro;3304557;Capital;172
7640;2007;2007m12;Rio de Janeiro;3304557;Capital;63
7641;2007;2007m12;Rio de Janeiro;3304557;Capital;14
7642;2007;2007m12;Rio de Janeiro;3304557;Capital;99
7643;2007;2007m12;Rio de Janeiro;3304557;Capital;81
7644;2007;2007m12;Rio de Janeiro;3304557;Capital;61
7645;2007;2007m12;Rio de Janeiro;3304557;Capital;57
7646;2007;2007m12;Rio de Janeiro;3304557;Capital;58
7647;2007;2007m12;Rio de Janeiro;3304557;Capital;19
7648;2007;2007m12;Rio de Janeiro;3304557;Capital;131
7649;2007;2007m12;Rio de Janeiro;3304557;Capital;105
7650;2007;2007m12;Rio de Janeiro;3304557;Capital;104
7651;2007;2007m12;Rio de Janeiro;3304557;Capital;98
7652;2007;2007m12;Rio de Janeiro;3304557;Capital;119
7653;2007;2007m12;Rio de Janeiro;3304557;Capital;245
7654;2007;2007m12;Rio de Janeiro;3304557;Capital;270
7655;2007;2007m12;Rio de Janeiro;3304557;Capital;158
7656;2007;2007m12;Rio de Janeiro;3304557;Capital;67
7657;2007;2007m12;Rio de Janeiro;3304557;Capital;97
7658;2007;2007m12;Rio de Janeiro;3304557;Capital;79
7659;2007;2007m12;Rio de Janeiro;3304557;Capital;181
7660;2007;2007m12;Rio de Janeiro;3304557;Capital;82
7661;2007;2007m12;Rio de Janeiro;3304557;Capital;150
7662;2007;2007m12;Rio de Janeiro;3304557;Capital;104
7663;2007;2007m12;Rio de Janeiro;3304557;Capital;58
7664;2007;2007m12;Rio de Janeiro;3304557;Capital;116
7665;2007;2007m12;Rio de Janeiro;3304557;Capital;133
7666;2007;2007m12;Rio de Janeiro;3304557;Capital;248
7667;2007;2007m12;Rio de Janeiro;3304557;Capital;172
7668;2007;2007m12;Rio de Janeiro;3304557;Capital;84
7669;2007;2007m12;Rio de Janeiro;3304557;Capital;72
7670;2007;2007m12;Rio de Janeiro;3304557;Capital;122
7671;2007;2007m12;Rio de Janeiro;3304557;Capital;129
7672;2007;2007m12;Rio de Janeiro;3304557;Capital;119
7673;2007;2007m12;Rio de Janeiro;3304557;Capital;77
7674;2007;2007m12;Rio de Janeiro;3304557;Capital;13
7675;2007;2007m12;Rio de Janeiro;3304557;Capital;94
7676;2007;2007m12;Seropédica;3305554;Baixada Fluminense;11
7677;2007;2007m12;Itaguaí;3302007;Baixada Fluminense;17
7678;2007;2007m12;Paracambi;3303609;Baixada Fluminense;2
7679;2007;2007m12;Nova Iguaçu;3303500;Baixada Fluminense;163
7680;2007;2007m12;Mesquita;3302858;Baixada Fluminense;92
7681;2007;2007m12;Belford Roxo;3300456;Baixada Fluminense;111
7682;2007;2007m12;Queimados;3304144;Baixada Fluminense;11
7683;2007;2007m12;Nova Iguaçu;3303500;Baixada Fluminense;35
7684;2007;2007m12;Nilópolis;3303203;Baixada Fluminense;98
7685;2007;2007m12;Nova Iguaçu;3303500;Baixada Fluminense;46
7686;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;341
7687;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;52
7688;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;7
7689;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;33
7690;2007;2007m12;Japeri;3302270;Baixada Fluminense;3
7691;2007;2007m12;São João de Meriti;3305109;Baixada Fluminense;132
7692;2007;2007m12;"Magé;Guapimirim";9999982;Baixada Fluminense;8
7693;2007;2007m12;Magé;3302502;Baixada Fluminense;12
7694;2007;2007m12;"Itaboraí;Tanguá";9999983;Interior;62
7695;2007;2007m12;São Gonçalo;3304904;Grande Niterói;142
7696;2007;2007m12;São Gonçalo;3304904;Grande Niterói;96
7697;2007;2007m12;São Gonçalo;3304904;Grande Niterói;212
7698;2007;2007m12;São Gonçalo;3304904;Grande Niterói;38
7699;2007;2007m12;Niterói;3303302;Grande Niterói;132
7700;2007;2007m12;Niterói;3303302;Grande Niterói;92
7701;2007;2007m12;Niterói;3303302;Grande Niterói;57
7702;2007;2007m12;Niterói;3303302;Grande Niterói;22
7703;2007;2007m12;Niterói;3303302;Grande Niterói;33
7704;2007;2007m12;Maricá;3302700;Grande Niterói;8
7705;2007;2007m12;Barra do Pirai;3300308;Interior;0
7706;2007;2007m12;Resende;3304201;Interior;13
7707;2007;2007m12;Barra Mansa;3300407;Interior;3
7708;2007;2007m12;Valença;3306107;Interior;1
7709;2007;2007m12;Rio das Flores;3304508;Interior;1
7710;2007;2007m12;Volta Redonda;3306305;Interior;23
7711;2007;2007m12;Piraí;3304003;Interior;0
7712;2007;2007m12;Vassouras;3306206;Interior;0
7713;2007;2007m12;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
7714;2007;2007m12;Mendes;3302809;Interior;0
7715;2007;2007m12;Engenheiro Paulo de Frontin;3301801;Interior;0
7716;2007;2007m12;Itatiaia;3302254;Interior;0
7717;2007;2007m12;"Porto Real;Quatis";9999992;Interior;1
7718;2007;2007m12;Pinheiral;3303955;Interior;0
7719;2007;2007m12;São José do Vale do Rio Preto;3305158;Interior;1
7720;2007;2007m12;Petrópolis;3303906;Interior;16
7721;2007;2007m12;Petrópolis;3303906;Interior;2
7722;2007;2007m12;Paraíba do Sul;3303708;Interior;1
7723;2007;2007m12;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
7724;2007;2007m12;Sapucaia;3305406;Interior;0
7725;2007;2007m12;Teresópolis;3305802;Interior;9
7726;2007;2007m12;Sumidouro;3305703;Interior;0
7727;2007;2007m12;Carmo;3301207;Interior;0
7728;2007;2007m12;Araruama;3300209;Interior;20
7729;2007;2007m12;Rio Bonito;3304300;Interior;6
7730;2007;2007m12;Silva Jardim;3305604;Interior;0
7731;2007;2007m12;Casimiro de Abreu;3301306;Interior;2
7732;2007;2007m12;Conceição de Macabú;3301405;Interior;2
7733;2007;2007m12;"Macaé;Quissamã;Carapebus";9999984;Interior;134
7734;2007;2007m12;Saquarema;3305505;Interior;1
7735;2007;2007m12;São Pedro da Aldeia;3305208;Interior;9
7736;2007;2007m12;"Cabo Frio;Arraial do Cabo";9999985;Interior;40
7737;2007;2007m12;Armação dos Búzios;3300233;Interior;2
7738;2007;2007m12;Rio das Ostras;3304524;Interior;15
7739;2007;2007m12;Iguaba Grande;3301876;Interior;4
7740;2007;2007m12;Campos dos Goytacazes;3301009;Interior;63
7741;2007;2007m12;Itaocara;3302106;Interior;0
7742;2007;2007m12;"Santo Antônio de Pádua;Aperibé";9999993;Interior;2
7743;2007;2007m12;Miracema;3303005;Interior;2
7744;2007;2007m12;Laje do Muriaé;3302304;Interior;0
7745;2007;2007m12;Porciúncula;3304102;Interior;1
7746;2007;2007m12;"Natividade;Varre-Sai";9999997;Interior;0
7747;2007;2007m12;São Fidélis;3304805;Interior;0
7748;2007;2007m12;Cambuci;3300902;Interior;0
7749;2007;2007m12;"Itaperuna;São José de Ubá";9999996;Interior;3
7750;2007;2007m12;Bom Jesus de Itabapoana;3300605;Interior;1
7751;2007;2007m12;São João da Barra;3305000;Interior;2
7752;2007;2007m12;Campos dos Goytacazes;3301009;Interior;24
7753;2007;2007m12;São Francisco de Itabapoana;3304755;Interior;1
7754;2007;2007m12;Nova Friburgo;3303401;Interior;10
7755;2007;2007m12;Duas Barras;3301603;Interior;0
7756;2007;2007m12;Cantagalo;3301108;Interior;0
7757;2007;2007m12;"Cordeiro;Macuco";9999998;Interior;1
7758;2007;2007m12;São Sebastião do Alto;3305307;Interior;0
7759;2007;2007m12;Santa Maria Madalena;3304607;Interior;0
7760;2007;2007m12;Trajano de Morais;3305901;Interior;0
7761;2007;2007m12;Bom Jardim;3300506;Interior;0
7762;2007;2007m12;Cachoeiras de Macacu;3300803;Interior;1
7763;2007;2007m12;Mangaratiba;3302601;Interior;2
7764;2007;2007m12;Angra dos Reis;3300100;Interior;11
7765;2007;2007m12;Paraty;3303807;Interior;3
7766;2007;2007m12;Rio Claro;3304409;Interior;0
7767;2008;2008m01;Rio de Janeiro;3304557;Capital;142
7768;2008;2008m01;Rio de Janeiro;3304557;Capital;98
7769;2008;2008m01;Rio de Janeiro;3304557;Capital;174
7770;2008;2008m01;Rio de Janeiro;3304557;Capital;90
7771;2008;2008m01;Rio de Janeiro;3304557;Capital;13
7772;2008;2008m01;Rio de Janeiro;3304557;Capital;90
7773;2008;2008m01;Rio de Janeiro;3304557;Capital;90
7774;2008;2008m01;Rio de Janeiro;3304557;Capital;73
7775;2008;2008m01;Rio de Janeiro;3304557;Capital;55
7776;2008;2008m01;Rio de Janeiro;3304557;Capital;73
7777;2008;2008m01;Rio de Janeiro;3304557;Capital;25
7778;2008;2008m01;Rio de Janeiro;3304557;Capital;116
7779;2008;2008m01;Rio de Janeiro;3304557;Capital;94
7780;2008;2008m01;Rio de Janeiro;3304557;Capital;85
7781;2008;2008m01;Rio de Janeiro;3304557;Capital;98
7782;2008;2008m01;Rio de Janeiro;3304557;Capital;111
7783;2008;2008m01;Rio de Janeiro;3304557;Capital;244
7784;2008;2008m01;Rio de Janeiro;3304557;Capital;266
7785;2008;2008m01;Rio de Janeiro;3304557;Capital;197
7786;2008;2008m01;Rio de Janeiro;3304557;Capital;84
7787;2008;2008m01;Rio de Janeiro;3304557;Capital;91
7788;2008;2008m01;Rio de Janeiro;3304557;Capital;92
7789;2008;2008m01;Rio de Janeiro;3304557;Capital;179
7790;2008;2008m01;Rio de Janeiro;3304557;Capital;111
7791;2008;2008m01;Rio de Janeiro;3304557;Capital;181
7792;2008;2008m01;Rio de Janeiro;3304557;Capital;88
7793;2008;2008m01;Rio de Janeiro;3304557;Capital;65
7794;2008;2008m01;Rio de Janeiro;3304557;Capital;144
7795;2008;2008m01;Rio de Janeiro;3304557;Capital;165
7796;2008;2008m01;Rio de Janeiro;3304557;Capital;265
7797;2008;2008m01;Rio de Janeiro;3304557;Capital;223
7798;2008;2008m01;Rio de Janeiro;3304557;Capital;56
7799;2008;2008m01;Rio de Janeiro;3304557;Capital;93
7800;2008;2008m01;Rio de Janeiro;3304557;Capital;137
7801;2008;2008m01;Rio de Janeiro;3304557;Capital;125
7802;2008;2008m01;Rio de Janeiro;3304557;Capital;113
7803;2008;2008m01;Rio de Janeiro;3304557;Capital;97
7804;2008;2008m01;Rio de Janeiro;3304557;Capital;12
7805;2008;2008m01;Rio de Janeiro;3304557;Capital;127
7806;2008;2008m01;Seropédica;3305554;Baixada Fluminense;11
7807;2008;2008m01;Itaguaí;3302007;Baixada Fluminense;13
7808;2008;2008m01;Paracambi;3303609;Baixada Fluminense;1
7809;2008;2008m01;Nova Iguaçu;3303500;Baixada Fluminense;168
7810;2008;2008m01;Mesquita;3302858;Baixada Fluminense;86
7811;2008;2008m01;Belford Roxo;3300456;Baixada Fluminense;132
7812;2008;2008m01;Queimados;3304144;Baixada Fluminense;14
7813;2008;2008m01;Nova Iguaçu;3303500;Baixada Fluminense;34
7814;2008;2008m01;Nilópolis;3303203;Baixada Fluminense;126
7815;2008;2008m01;Nova Iguaçu;3303500;Baixada Fluminense;75
7816;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;342
7817;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;47
7818;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;6
7819;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;39
7820;2008;2008m01;Japeri;3302270;Baixada Fluminense;7
7821;2008;2008m01;São João de Meriti;3305109;Baixada Fluminense;147
7822;2008;2008m01;"Magé;Guapimirim";9999982;Baixada Fluminense;15
7823;2008;2008m01;Magé;3302502;Baixada Fluminense;7
7824;2008;2008m01;"Itaboraí;Tanguá";9999983;Interior;71
7825;2008;2008m01;São Gonçalo;3304904;Grande Niterói;128
7826;2008;2008m01;São Gonçalo;3304904;Grande Niterói;119
7827;2008;2008m01;São Gonçalo;3304904;Grande Niterói;213
7828;2008;2008m01;São Gonçalo;3304904;Grande Niterói;14
7829;2008;2008m01;Niterói;3303302;Grande Niterói;143
7830;2008;2008m01;Niterói;3303302;Grande Niterói;76
7831;2008;2008m01;Niterói;3303302;Grande Niterói;65
7832;2008;2008m01;Niterói;3303302;Grande Niterói;29
7833;2008;2008m01;Niterói;3303302;Grande Niterói;36
7834;2008;2008m01;Maricá;3302700;Grande Niterói;8
7835;2008;2008m01;Barra do Pirai;3300308;Interior;2
7836;2008;2008m01;Resende;3304201;Interior;11
7837;2008;2008m01;Barra Mansa;3300407;Interior;7
7838;2008;2008m01;Valença;3306107;Interior;2
7839;2008;2008m01;Rio das Flores;3304508;Interior;0
7840;2008;2008m01;Volta Redonda;3306305;Interior;21
7841;2008;2008m01;Piraí;3304003;Interior;0
7842;2008;2008m01;Vassouras;3306206;Interior;0
7843;2008;2008m01;"Miguel Pereira;Paty dos Alferes";9999999;Interior;4
7844;2008;2008m01;Mendes;3302809;Interior;0
7845;2008;2008m01;Engenheiro Paulo de Frontin;3301801;Interior;1
7846;2008;2008m01;Itatiaia;3302254;Interior;0
7847;2008;2008m01;"Porto Real;Quatis";9999992;Interior;1
7848;2008;2008m01;Pinheiral;3303955;Interior;1
7849;2008;2008m01;São José do Vale do Rio Preto;3305158;Interior;1
7850;2008;2008m01;Petrópolis;3303906;Interior;12
7851;2008;2008m01;Petrópolis;3303906;Interior;1
7852;2008;2008m01;Paraíba do Sul;3303708;Interior;1
7853;2008;2008m01;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
7854;2008;2008m01;Sapucaia;3305406;Interior;0
